"A10","A3","A7","B5","B9","C11","C4","C6","D11","E10","F10","F5","G4","H7","fitness"
0,0,1,0,0,0,0,0,0,0,1,0,0,0,4401.16699029126
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1341.29943502825
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1938.81818181818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430.70285714286
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1821.18134715026
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1393.80512820513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414.60683760684
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1399.44594594595
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1416.28879310345
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1400.72916666667
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1375.67307692308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1385.33458646617
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1394.02909090909
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1374.43190661479
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1375.87159533074
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1368.40433212996
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2084.8288973384
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1360.67226890756
0,0,0,0,0,0,0,1,0,0,0,1,0,0,2141.09202453988
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1373.18725099602
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1330.85632183908
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1911.73279352227
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1285.02666666667
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2660.29310344828
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1717.13917525773
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3862.12918660287
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2256.40707964602
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1394.96347031963
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1408.80155642023
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1395.17898832685
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1368.46718146718
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1964.62724014337
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2056.33467741935
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2068.55938697318
0,0,0,0,0,0,1,0,0,0,1,0,0,0,3015.44318181818
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1358.68320610687
0,0,1,1,0,0,0,0,0,0,0,0,0,0,2277.39097744361
0,0,0,0,0,0,0,0,0,0,1,0,0,0,4135.74089068826
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1965.328125
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1500.27160493827
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1429.49065420561
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1388.34259259259
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1407.55555555556
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2975.33734939759
0,0,0,0,0,0,0,0,0,0,1,0,0,0,4283.53097345133
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3039.828
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2404.56692913386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391.45833333333
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1386.6062992126
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1390.91538461538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382.05535055351
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1394.19140625
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2087.78714859438
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1388.17052631579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347.63414634146
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1335.33269230769
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1800.23562152134
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1882.87476635514
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1430.15384615385
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1486.61290322581
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1542.89423076923
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1775.45957446809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401.94650205761
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1401.74311926606
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1407.64666666667
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997.7520661157
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1429.71774193548
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1406.18
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1386.88559322034
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3151.38759689922
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005.3064516129
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1376.79775280899
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1371.2701754386
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1375.10313901345
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2098.35059760956
0,0,0,0,1,0,0,0,0,0,0,1,0,0,2140.93452380952
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1378.62598425197
0,0,0,0,0,0,0,0,1,0,0,1,0,0,4623.27559055118
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2259.6862745098
1,0,0,0,0,0,0,0,0,0,1,0,0,0,3937.89380530973
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1682.55625
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2521.55980861244
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1959.84134615385
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2103.775
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1416.99122807018
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1439.84810126582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.25984251968
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1792.84362139918
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1377.74517374517
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2380.42745098039
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2527.3754789272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376.01145038168
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1660.203125
0,0,0,0,0,0,0,0,0,0,1,0,0,0,4110.0431372549
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1406.14960629921
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1361.10905349794
0,0,0,1,0,0,0,1,0,0,0,0,0,0,2412.342
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1937.39651837524
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1665.39087301587
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1943.82574257426
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1343.125
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1339.44634146341
0,0,0,0,0,0,0,1,0,0,1,0,0,0,5010.46012269939
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1306.47184466019
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2636.38823529412
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477.58288770053
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1463.25806451613
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2425.43220338983
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991.4200913242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409.55158730159
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1390.10080645161
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3649.71074380165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380.30078125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1362.19259259259
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1811.44444444444
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2651.8023715415
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2763.14230019493
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2110.74051896208
0,0,0,0,0,0,0,0,0,0,1,0,0,1,3932.22222222222
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1317.87022900763
1,0,0,0,0,0,0,0,1,0,0,0,0,0,2773.89094269871
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1463.16256157635
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1492.47715736041
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2943.10040160643
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1402.29515418502
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1952.36991869919
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3050.29182879377
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1694.80321285141
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2450.57201646091
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1946.87698412698
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1386.46551724138
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1398.47916666667
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.26811594203
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1375.3359375
0,0,0,0,0,0,0,0,1,0,1,0,0,0,4062.57765151515
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1365.38104448743
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1336.12401574803
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1958.35769230769
0,0,0,0,0,0,0,0,1,0,0,0,0,1,2802.60617760618
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1686.21965317919
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1904.29949238579
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2480.24528301887
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3665.04306220096
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1378.95111111111
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1382.64682539683
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1392.01716738197
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1937.89121338912
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1398.075
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1955.90298507463
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2646.73931623932
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2133.95491803279
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1341.4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1356.76078431373
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1953.72111553785
0,0,0,0,0,0,1,0,1,0,0,0,0,0,3256.79535864979
0,0,0,1,0,0,0,0,0,0,0,1,0,0,2260.97660818713
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1323.11962616822
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1889.26262626263
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1287.27906976744
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2641.34831460674
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1385.66666666667
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2232.01619433198
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1778.25480769231
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1390.55844155844
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004.44583333333
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1397.05405405405
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1390.12820512821
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1943.35632183908
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2104.50485436893
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1406.03162055336
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1371.4609375
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1606.69105691057
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1830.60273972603
0,0,0,1,0,0,0,1,0,0,0,0,0,0,2440.05353728489
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1332.47338403042
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1291.5982300885
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301.31640625
1,0,0,1,0,0,0,0,0,0,0,0,0,0,2403.79215686275
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048.26359832636
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1397.64351851852
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1779.87665198238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.14716981132
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1377.34913793103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374.9298245614
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1955.54618473896
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1370.70656370656
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1954.26717557252
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375.17916666667
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2399.88663967611
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3468
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1354.3828125
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1355.453125
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1316.71701720841
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1351.10416666667
0,0,0,0,0,0,0,1,0,0,1,0,0,0,4400.73290598291
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1795.24858757062
0,0,0,0,0,0,0,0,1,0,0,1,0,0,3776.17097415507
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.77536231884
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1763.57360406091
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1895.66804979253
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1493.29646017699
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1360.4703196347
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1362.77178423237
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1370.53125
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1373.4388185654
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1972.87295081967
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1365.94071146245
0,1,0,0,0,1,0,0,0,0,0,0,0,0,2136.99807692308
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2183.84090909091
1,1,0,0,0,0,0,0,0,0,0,0,0,0,2178.06628787879
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2229.46414342629
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1972.62256809339
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1368.50520833333
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1366.13777777778
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1909.7397260274
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1882.47004608295
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1364.52479338843
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1367.5752688172
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2485
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1388.96234309623
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1912.22784810127
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1334.56355932203
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1342.10727969349
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2330.02952755906
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1991.8854805726
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1309.97804391218
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3406.4724857685
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1972.08747514911
0,0,0,1,1,0,0,0,0,0,0,0,0,0,2290.68118811881
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1313.39423076923
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1307.86354775828
0,0,1,0,0,0,0,0,1,0,0,0,0,0,2685.83464566929
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1259.27530364372
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3370.03278688525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.64141414141
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1362.64968152866
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2241.51028806584
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1359.3196347032
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1383.20869565217
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1362.93495934959
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3207.97890295359
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1370.20077220077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367.04201680672
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1335.3253968254
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1322.69019607843
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1350.98832684825
1,1,0,0,0,0,0,0,0,0,0,0,0,0,2011.58648111332
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2430.24329501916
0,0,0,0,0,0,0,0,0,1,1,0,0,0,3009.14495798319
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1257.9766536965
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1355.60227272727
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1339.15053763441
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1339.7556561086
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1354.91743119266
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3383.07075471698
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1352.30088495575
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1902.078125
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3484.73362445415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337.4693877551
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1309.06222222222
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2456.02904564315
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2630.43775100402
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1312.69642857143
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1323.76326530612
0,0,0,0,0,0,1,0,0,0,0,1,0,0,2022.58787878788
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1313.55144032922
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1281.66539196941
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.17204301075
0,0,0,0,0,0,0,0,1,0,0,1,0,0,3452.123046875
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2371.56213017751
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1313.3544973545
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1768.0814479638
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1333.22869955157
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1414.17808219178
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2154.26016260163
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1860.33333333333
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2573.8016194332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329.58723404255
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3143.43295019157
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1314.90551181102
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1350.31687242798
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1330.19087136929
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2251.82936507937
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3988.06451612903
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1336.79139784946
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2562.275
0,0,0,1,1,0,0,0,0,0,0,0,0,0,2274.45030425963
0,1,0,0,0,0,0,0,1,0,0,0,0,0,2528.15643564356
0,0,0,0,0,0,0,0,0,0,1,0,0,1,3984.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.31067961165
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1341.11616161616
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1335.47846889952
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1353.83035714286
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1334.2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1822.90625
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1345.96721311475
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2160.71179039301
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2205.975
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2038.71489361702
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1341.06106870229
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.58986175115
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1780.1015625
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1941.22764227642
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1354.5670995671
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1930.14257028112
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1775.41071428571
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1941.65120593692
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1944.07722772277
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250.16814159292
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2553.91715976331
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1338.22527472527
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1317.07305936073
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2221.53723404255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.2731277533
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2244.22171945701
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1345.48571428571
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1336.28260869565
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.79324894515
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2397.60162601626
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1850.87121212121
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2358.19313304721
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2949.34285714286
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1640.87982832618
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1964.61943319838
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2287.50980392157
0,0,0,1,0,0,1,0,0,0,0,0,0,0,2216.61100196464
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1927.44444444444
0,0,0,1,0,0,0,0,0,0,0,1,0,0,2138.732421875
0,0,0,1,0,0,0,0,0,0,0,0,0,1,2096.55823293173
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1328.23456790123
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2394.39583333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.17676767677
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327.68844221106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334.25165562914
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1827.48648648649
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1512.79051383399
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3905.67873303167
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1322.97008547009
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1320.25748502994
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3327.98347107438
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1921.77894736842
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1939.05777777778
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2420.1686746988
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1265.58742632613
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1825.55511022044
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1256.46987951807
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4017.8622754491
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1598.81005586592
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1356.06818181818
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2149.12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1789.3125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.90869565217
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2189.19313304721
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1292.8669527897
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1310.61135371179
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1297.53191489362
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1304.73469387755
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292.97183098592
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1294.01113585746
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1916.75478927203
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1268.87077534791
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1942.07584830339
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1739.82974559687
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2539.79871520343
0,0,0,0,0,0,0,0,1,0,0,1,0,0,3021.7320754717
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1298.9672489083
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1994.61445783133
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1209.17702448211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341.06875
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1375.92708333333
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1324.94949494949
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1300.16964285714
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1770.56018518519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.75471698113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314.25652173913
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299.63025210084
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1326.59401709402
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1337.90748898678
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1295.83870967742
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1297.76033057851
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1324
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2245.96186440678
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1311.772
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1696.33031674208
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920.17234042553
0,1,0,0,1,0,0,0,0,0,0,0,0,0,2223.46666666667
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1664.72916666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.7553816047
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2300.81707317073
